chunks,pages
" on the phone, texting, mail. RT handed. How well do you handle stress
""minimally"", changes in routine ""minimally"". Wears glasses. 12/09/2022 ADL - lives
w/family; takes care of children; some personal care issues; prepares meals; does
laundry, dishes, ironing; walks, drives, shops, pays bills, plays chess, watches TV
and sports, reads, socializes. Does not care for anyone, no pets. RT handed. How
well do you handle stress ""Minimally"", changes in routine ""Minimally"".
========MENTAL CONDITIONS======== The claimant does not allege any
psychiatric impairments, there is no reported treatment or prescriptions for any
emotional issues. The claimant indicates that they handle stress ""Minimally"",
changes in routine ""Minimally"". ========PHYSICAL CONDITIONS========
07/06/2023 Sterling Health Clinic ",21.0
"nimally"". ========PHYSICAL CONDITIONS========
07/06/2023 Sterling Health Clinic - CC lump in nipple, mild tenderness. PE: Neck L
post neck mild tenderness on palpation of C spine area approx at C7 area. A/P
HTN, lump in the RT breast, C- spine pain, thyroid abnormality. 4/13/2023 Metro
Health & Wellness Center - POST OP Visit - S/P R total hip arthroplasty on surgery
of 2/8/23; not in PT; no longer taking anything for pain control; using cane; happy
w/progress; stable gait; incision healed nicely; HIP ROM improving; R LE NVI, 2+
DP pulse; +EHL/FHL/GSC/TA; Sensation intact to light touch; no calf pain; negative
Homan's; did not need anything for pain 02/08/2023 Central Plains Medical Center
- Would like to proceed with robotic assisted total hip arthroplasty. A/P
osteoarthritis of RT hip. X",21.0
"ed with robotic assisted total hip arthroplasty. A/P
osteoarthritis of RT hip. X-rays RT hip arthroplasty with prothesis in good position
and alignment. Left hip: SI joints and symphysis pubis are unremarkable.
Operative report: RT total hip arthroplasty.
Discharge summary: s/p RT total hip arthroplasty.
1/26/2023 Metro Health & Wellness Center - C/O R hip pain; interested in surgery;
exam intact distally; R Hip Flex to 90 degrees; no deformity or tenderness; R LE
neurovascularly intact; 2+ DP pulse; DX: Osteoarthritis RT hip 01/20/2023 Dr. Emily
Carter, MD - ECHO: LVEF 55% 9/15/2022 Metro Health & Wellness Center - EXAM:
Sits in chair without distress; c/o pain improved by rest; ambulating without
assistive devices; WT-69.85kg; BMI: 24.9; B/P-126/86; GAIT: WNL; Coordination:
",21.0
"vices; WT-69.85kg; BMI: 24.9; B/P-126/86; GAIT: WNL; Coordination:
",21.0
"WNL; HIP EXAM: Flex-120; Adduction: 15; Extension-20; Abduction: 40; IR: 5/5;
Strength: L/E: 5/5; Normal sensation bilaterally; Vasculature: 2+; DTR LE: Patellar
2+/2+; Achilles: 2+/2+; DX: Avascular Necrosis bone of R hip 9/15/2022 Metro
Health & Wellness Center - R HIP X-RAY: arthritis changes in R hip w/increased 4
of 8: 3A: Disability Determination Explanation - DDE
sclerosis decreased joint space 03/15/2013 WELLNESS CONSULTANTS LTD - MRI
RT shoulder: Large complex-partial-thickness tear with a- superimposed small
full-thickness tear of the distal rotator cuff tendon. Regional abnormal bone
marrow signal in the superolateral humeral head may reflect contusion at the
attachment of the distal rotator cuff tendon at the tuberosity. Grade 2 SLAP tear of
the glenoid labrum anteriorly. 03/15",22.0
"don at the tuberosity. Grade 2 SLAP tear of
the glenoid labrum anteriorly. 03/15 2013 WELLNESS CONSULTANTS LTD - MRI C-
SPINE: R paracentral disc herniation C4-C5 w/R sided narrowing. MRI: LUMBAR -
R paracentral disc herniation L5-S1 
416 - Medical Evaluation
No 416-Medical Evaluations have been associated with this claim.
Adult Medically Determinable Impairments (MDI)
and Severity
Does the individual have one or more medically determinable impairments? Yes
Adult Medically Determinable Impairments (MDI)
Body System
Impairment Diagnosis
Priority
Severity
01 -
Musculoskeletal
system
7150 - Osteoarthrosis and Allied
Disorders
Primary
Severe
20 - Special/other
2480 - Diagnosis Established--No
Predetermined List Code of Medical
Nature Applicable
Secondary Severe
01 -
Musculoskeletal
system
7240",22.0
"e of Medical
Nature Applicable
Secondary Severe
01 -
Musculoskeletal
system
7240 - Disorders of the Skeletal Spine
Other
Severe
",22.0
"PRT1 - Psychiatric Review Technique (PRT) (1 of 1)
Evaluation Period: Current Evaluation Subject: Mental - No MDMI There are no
mental medically determinable impairments established.
PRT Additional Explanation: Additional Explanation: The MER does not document
the presence of a discreet mental impairment.
These findings complete the medical portion of the disability determination. MC/
PC Signature: Christopher Thorne PhD Medical Specialty Code: 38 Psychology Date
Signed: 08/25/2023
Adult Listings Considered
Listing Description
Subsection PRT
Assessment
1.18
Abnormality of a Major Joint(s) in Any
Extremity
Adult Medical Disposition
RFC Assessment Necessary
Back to top 5 of 8: 3A: Disability Determination Explanation - DDE
Assessment of Policy Issues
Symptoms Evaluation
Claimant's Symptoms
P",23.0
"tion - DDE
Assessment of Policy Issues
Symptoms Evaluation
Claimant's Symptoms
Pain
Weakness
Can one or more of the individual's medically determinable impairment(s)
(MDI(s)) reasonably be expected to produce the individual's pain or other
symptoms? Yes
Are the individual's statements about the intensity, persistence, and functionally
limiting effects of the symptoms substantiated by the objective medical evidence
alone? No
• 
• 
",23.0
"What is your assessment of the consistency of the individual's statements
regarding symptoms considering the total medical and non-medical evidence in
file? Partially consistent
Explain the assessment of consistency regarding symptom related limitations.
Consistency Statement Physical:
Careful consideration has been given to the claimant's statements regarding the
alleged symptoms and their effect on functioning. The claimant diagnosed with
HTN, dysfunction of major joint, and spine disorder. The claimant's impairments
could reasonably be expected to produce some symptoms, but their intensity and
the effect on functioning are not consistent with the total evidence in file. The
claimant states in his ADL' that his ability to work is limited due to the inability to
stand for prolonged period",24.0
"is ability to work is limited due to the inability to
stand for prolonged periods of time, unable to lift objects, is able to prepare
simple meals, do laundry, dusting, dishes, vacuuming, drives alone, shops in
stores and handles finances. Based on a review of the objective and functional
evidence, the individual's statements are found to be partially consistent.
Evaluate and Reconcile Medical Opinions
There is no indication that there is a medical opinion from any medical source.
Residual Functional Capacity
RFC1 - Physical Residual Functional Capacity (1 of 1)
Evaluation Period: Current Evaluation
Does the individual have exertional limitations? Yes
Occasionally lift and/or carry (including upward pulling): 20 pounds Frequently
lift and/or carry (including upward pulling): 10 pounds
Exer",24.0
"0 pounds Frequently
lift and/or carry (including upward pulling): 10 pounds
Exertional Limitation
Rating
Push and/or pull in upper extremities Unlimited, other than lift and/or carry
Push and/or pull in lower extremities Unlimited, other than lift and/or carry
Stand and/or walk (with normal breaks) for a total of: About 6 hours in an 8 hour
workday Sit (with normal breaks) for a total of: About 6 hours in an 8 hour
workday
",24.0
"Does the individual have postural limitations? Yes
Back to top
6 of 8: 3A: Disability Determination Explanation -
DDE
Postural Limitation
Rating
Climbing ramps / stairs
Frequently
Climbing ladders / ropes / scaffolds
Frequently
Balancing
Unlimited
Stooping (i.e., bending at the waist)
Unlimited
Kneeling
Frequently
Crouching (i.e., bending at the knees) Frequently
Crawling
Frequently
Does the individual have manipulative limitations? No Does the individual have
visual limitations? No Does the individual have communicative limitations? No
Does the individual have environmental limitations? No
RFC Additional Explanation
Allegation: hip pain, nerve pain neck area, insomnia, and spine impairment.
Claimant is 58 years old with allegations of past MVA, hip, neck and back pain,
body numbness and i",25.0
"s old with allegations of past MVA, hip, neck and back pain,
body numbness and insomnia. Claimant was in MVA in 2012. 2013 MRI - C-SPINE:
R paracentral disc herniation C4-C5 w/R sided narrowing MRI - LUMBAR - R
paracentral disc herniation L5-S1 9/2022 R HIP X-RAY: arthritis changes in R hip
w/increased sclerosis decreased joint space 9/2022 EXAM: Sits in chair without
distress; c/o pain improved by rest; ambulating without assistive devices;
WT-69.85kg; BMI: 24.9; B/P-126/86; GAIT: WNL; Coordination: WNL; HIP EXAM:
Flex-120; Adduction: 15; Extension-20; Abduction: 40; IR: 5/5; Strength: L/E: 5/5;
Normal sensation bilaterally; Vasculature: 2+; DTR LE: Patellar 2+/2+; Achilles: 2+/
2+; DX: Avascular Necrosis bone of R hip 1/2023 - C/O R hip pain; interested in
surgery; exam intact distally; ",25.0
" of R hip 1/2023 - C/O R hip pain; interested in
surgery; exam intact distally; R Hip Flex to 90 degrees; no deformity or
tenderness; R LE neurovascularly intact; 2+ DP pulse; DX: Osteoarthritis, R hip
4/2023 POST OP Visit - S/P R total hip arthroplasty on surgery of 2/8/23; not in PT;
no longer taking anything for pain control; using cane; happy w/progress; stable
gait; incision healed nicely; HIP ROM improving; R LE NVI, 2+ DP pulse; +EHL/
FHL/GSC/TA; Sensation intact to light touch; no calf pain; negative Homan's; did
",25.0
"not need anything for pain. RECON: 07/06/2023 Sterling Health Clinic - CC lump in
nipple, mild tenderness. PE: Neck L post neck mild tenderness on palpation of C
spine area approx at C7 area. A/P HTN, lump in the RT breast, C-spine pain,
thyroid abnormality. 07/26/2023 CLMT ADL'S - Ability to work is limited due to
inability to stand for prolonged periods, unable to lift objects overhead. Daily
routine: arise from bed, personal hygiene, eat breakfast, minor home
maintenance, local news, stream entertainment, dinner, bed. Does not care for
anyone, no pets. Personal care: takes longer to dress due to inability to lift
overhead. No special reminders for personal needs, grooming or meds. Simple
meals. Is able to do laundry, dusting, dishwashing, vacuuming. Drives alone, shops
in stores, handle",26.0
" laundry, dusting, dishwashing, vacuuming. Drives alone, shops
in stores, handles finances. No new and material MER to change RFCA, stays the
same.
These findings complete the medical portion of the disability determination.
MC/PC Signature: Anya Sharma MD Medical Specialty Code: 19 Internal Medicine
Date Signed: 08/23/2023
Mental Residual Functional Capacity
No MRFCs are associated with this claim.
Assessment of Vocational Factors - Individual's
Ability to Perform Past Relevant Work
## Expedited Vocational Assessment (EVA)
7 of 8: 3A: Disability Determination Explanation - DDE
A finding about the capacity for PRW has not been made. However, this
information is not material because all potentially applicable Medical-Vocational
Guidelines would direct a finding of ""not disabled"" given the i",26.0
"dical-Vocational
Guidelines would direct a finding of ""not disabled"" given the individual's age,
education, and RFC. Therefore, the individual can adjust to other work.
All Past Work
Relevant
Job Title
Start
Date
End
Date
DOT
Information
SVP Strength
Not Yet
Answered
Car crusher MAY
2019
JUNE
2020
",26.0
"Relevant
Job Title
Start
Date
End
Date
DOT
Information
SVP Strength
Description: --
Application of Medical-Vocational Rules: Other Work
Is the individual limited to unskilled work because of the impairments? No Based
on the seven strength factors of the physical RFC (lifting/carrying, standing,
walking, sitting, pushing, and pulling), the individual demonstrates the maximum
sustained work capability of the following: Light
The highest grade of school completed by the individual is: 12th Grade Indicate
the rule used to direct a determination or as a framework. Select how the rule is
applied 202.13 - Light | Approaching Advanced (50-54) | HS or more | Unskilled/
None Rule used as a Framework
Select documentation method: Cite SSR
Cite the appropriate Social Security Ruling (SSR) 83-14: Other ",27.0
"method: Cite SSR
Cite the appropriate Social Security Ruling (SSR) 83-14: Other work with combined
impairments
Vocational Analysis
Vocational Case Notes
Last Updated Author Category Subject Note
Determination
Determination for the DI claim(s) at the Recon
Level
Based on the documented findings, select the determination: Not Disabled
Is there medical evidence of DAA? There is no evidence of any substance abuse
disorder/DAA issue.
",27.0
"DI Claim / 987654321
Indicate which of the following Acquiescence Rulings are applicable: None of the
ARs considered apply to this claim Regulation Basis Code: N32-20CFR416.920(g)
CLAIMANT AGE 18 OR OLDER
Signatures
Adult Overall Medical Disposition Signature
MC/PC Signature: Anya Sharma MD Medical Specialty Code: 19 Internal Medicine
Date Signed: 08/23/2023
Disability Examiner Signature
Back to top 8 of 8: 3A: Disability Determination Explanation - DDE
This reconsideration file has been thoroughly reviewed to ensure that the total
evidence of record is sufficient and consistent to support the proposed
determination.
Disability Examiner Signature: David Peterson Date Signed: 08/26/2023
Back to top
",28.0
"Form SSA-831 (02-2017) UF Discontinue Prior Editions National Benefits Agency
DISABILITY DETERMINATION AND TRANSMITTAL
1.
DESTINATION
DDS [ ] ODO
[ ] DPB [ ]
DQB [ ] OIO
[ ]
2. DDS CODE 
V24
3. FILING DATE 
07/14/2022
4. SSN 
456-12-7890
BIC 
CDB
DW
CLA
5. NAME AND
ADDRESS OF
CLAIMANT
(include ZIP
Code) 
Arthur Miller 
789 Oak Ave 
Chicago, IL
60601
6. WE'S NAME (IF
CDB OR DWB
CLAIM) 
7. TYPE CLAIM
(Title II) 
DIB [ ] FZ [ ]
DWB [ ] CDB-R
[ ] CDB-D [ ]
RD-R [ ] RD [ ]
P-R [ ] P-D [ ]
MQFE [ ]
8. TYPE CLAIM
(Title XVI) 
DI [ ] DS [ ] DC
[ ] BI [ ] BS [ ]
BC [ ]
9. DATE OF
BIRTH 
05/21/1965
10. PRIOR
ACTION 
PD [ ] PT [ ]
11A. 
[ ] Presumptive Disability 
_______________________
11B. 
[ ] Impairment 
_______________________
11. REMARKS 
AOD:
07/01/2022,
12. DISTRICT-
BRANCH OFFICE
ADDRESS (i",29.0
"___________
11. REMARKS 
AOD:
07/01/2022,
12. DISTRICT-
BRANCH OFFICE
ADDRESS (include
DO-BO CODE 
012
",29.0
"1.
DESTINATION
DDS [ ] ODO
[ ] DPB [ ]
DQB [ ] OIO
[ ]
2. DDS CODE 
V24
3. FILING DATE 
07/14/2022
4. SSN 
456-12-7890
BIC 
CDB
DW
CLA
Receipt Date:
05/18/2023 
Recon
Requested:
05/12/2023
ZIP Code) 
NATIONAL
BENEFITS
AGENCY 
Suite 100, 450
Riverfront Ave 
Metropolis, MI
48201
13. DO-BO
REPRESENTATIVE
Arthur
Pendragon (888)
999-1234
14. DATE 
DETERMINATION PURSUANT TO THE SOCIAL SECURITY ACT, AS AMENDED
15.
CLAIMANT
DISABLED
16A. PRIMARY
DIAGNOSIS
BODY
SYS.
CODE
NO.
16B. SECONDARY
DIAGNOSIS
CODE
NO.
A. [ ]
Disability
Began 
B. [ ]
Disability
Ceased
Osteoarthrosis
and Allied
Disorders
01
7150
Diagnosis Established--
No Predetermined List
Code of Medical Nature
Applicable
2480
17. DIARY
TYPE
MO./YR.
REASON
18. CASE OF BLINDNESS AS DEFINED IN
SEC. 1614(a)(2)/(216)(i)
19. CLAIMANT NOT DISABLED",30.0
"SE OF BLINDNESS AS DEFINED IN
SEC. 1614(a)(2)/(216)(i)
19. CLAIMANT NOT DISABLED
A. [ ] Not Disab. for Cash Bene. Purp. 
B. [ ] Disab. for Cash Benefit Purp. Beg.
A. [ ] Through Date of Current
Determination 
",30.0
"18. CASE OF BLINDNESS AS DEFINED IN
SEC. 1614(a)(2)/(216)(i)
19. CLAIMANT NOT DISABLED
B. [ ] Through ______________________ 
C. [ ] Before Age 22 (CDB only)
20. VOCATIONAL
BACKGROUND
OCC
YRS.
ED
YRS.
21. VR
ACTION
SC
IN
SC
OUT
Prev
Ref
12
A. [ ] B. [ ]
C. [ ]
22.
REG-
BASIS
CODE
23. MED LIST
NO.
24. MOB
CODE
25. REVISED 
DET [ ]
25A. Initial 
A. [ ]
Recon 
B. [ ]
Recon DHU 
C. [ ]
P45
26.
LIST
NO.
A.
____________ B. ____________ C. ____________ D.
____________ E. ____________ F. ____________
27.
RATIONALE
[ ] See Attached
SSA-4268
[ ] Vocational
Rule Met
28.
A. [ ] Period of
Disability
B. [ ] Disability
Period
C. [ ]
Estab
Beg
AND D. [ ]
Continues
E. [ ]
Term
29. LTR/
PAR NO.
30. DISABILITY
EXAMINER-DDS
David Miller
31. DATE 
08/26/2023
32. PHYSICIAN OR
MEDICAL SPEC.
SIGNATURE 
RFC1 in DD",31.0
"Miller
31. DATE 
08/26/2023
32. PHYSICIAN OR
MEDICAL SPEC.
SIGNATURE 
RFC1 in DDE
08/23/2023
33. DATE 
08/23/2023
34.
REMARKS
32A. PHYSICIAN
OR MEDICAL
SPEC. NAME
(Stamp, Print or
Type) 
Anya Sharma
MD
32B. SPEC.
CODE 
25
MULTIPLE
IMPAIRMENTS
CONSIDERED 
34A. COMBINED
MULTIPLE
NONSEVERE-SEVERE
34B. COMBINED
MULTIPLE
NONSEVERE-
NONSEVERE
35. BASIS CODE
36. REV.
DET. CODES
37. SSA
REPRESENTATIVE
SSA CODE
38.
DATE
",31.0
